Lap,Driver,Team,Position,Gap,Tyre_Compound,Tyre_Age,Raw_Lap_Time_Sec,Formatted_Time,Status,Pit_Stops
48,BOR,Sober,13,71.70657545929953,Hard,19,87.232,1:27.232,STD,2
49,BOR,Sober,13,71.773363240668,Hard,20,89.007,1:29.007,STD,2
50,BOR,Sober,11,70.41520246433538,Hard,21,87.603,1:27.603,STD,2
51,BOR,Sober,11,70.27473528066093,Hard,22,88.011,1:28.011,HRV,2
52,BOR,Sober,11,70.85458006351018,Hard,23,88.757,1:28.757,HRV,2
53,BOR,Sober,12,69.95237032429304,Hard,24,87.478,1:27.478,BST,2
54,BOR,Sober,12,70.01668196810715,Hard,25,88.162,1:28.162,STD,2
55,BOR,Sober,12,71.19929641393173,Hard,26,88.964,1:28.964,HRV,2
56,BOR,Sober,12,72.30553755284382,Hard,27,89.351,1:29.351,HRV,2
57,BOR,Sober,11,72.18681248218854,Hard,28,89.355,1:29.355,HRV,2
58,BOR,Sober,11,72.21627871128385,Hard,29,88.591,1:28.591,BST,2
59,BOR,Sober,11,72.45456279205428,Hard,30,90.017,1:30.017,HRV,2
60,BOR,Sober,11,71.52059562717386,Hard,31,89.469,1:29.469,BST,2
0,LIN,ToroLoco,15,21.0,Med,0.0,0.0,0:00.000,GRID,0
1,LIN,ToroLoco,15,21.33622663717408,Med,1.0,85.349,1:25.349,HRV,0
2,LIN,ToroLoco,15,20.862371734660996,Med,2.0,84.362,1:24.362,BST,0
3,LIN,ToroLoco,16,21.294685980856855,Med,3.0,84.962,1:24.962,BST,0
4,LIN,ToroLoco,16,21.0136905181231,Med,4.0,83.849,1:23.849,OVR,0
5,LIN,ToroLoco,15,21.645327635935473,Med,5.0,85.719,1:25.719,HRV,0
6,LIN,ToroLoco,13,22.770778329112602,Med,6.0,85.899,1:25.899,HRV,0
7,LIN,ToroLoco,10,23.811691052002857,Med,7.0,86.167,1:26.167,HRV,0
8,LIN,ToroLoco,10,24.103095010714355,Med,8.0,85.642,1:25.642,HRV,0
9,LIN,ToroLoco,10,23.153854702823764,Med,9.0,84.601,1:24.601,BST,0
10,LIN,ToroLoco,10,23.652670060450532,Med,10.0,85.557,1:25.557,STD,0
11,LIN,ToroLoco,10,23.281472933394298,Med,11.0,85.83,1:25.830,STD,0
12,LIN,ToroLoco,10,24.221184200365997,Med,12.0,86.475,1:26.475,HRV,0
13,LIN,ToroLoco,10,24.59675241530772,Med,13.0,85.712,1:25.712,BST,0
14,LIN,ToroLoco,3,24.743947672194963,Med,14.0,86.917,1:26.917,STD,0
15,LIN,ToroLoco,3,23.104923840026913,Med,15.0,85.984,1:25.984,BST,0
16,LIN,ToroLoco,3,24.429339498438594,Med,16.0,88.986,1:28.986,BST,0
17,LIN,ToroLoco,3,23.3239084888487,Med,17.0,86.206,1:26.206,OVR,0
18,LIN,ToroLoco,3,22.970823396245578,Med,18.0,87.277,1:27.277,OVR,0
19,LIN,ToroLoco,3,22.79093192234609,Med,19.0,89.051,1:29.051,STD,0
20,LIN,ToroLoco,6,2.3786051987613064,Med,20.0,90.228,1:30.228,HRV,0
21,LIN,ToroLoco,6,5.172927459666653,Med,21.0,89.488,1:29.488,BST,0
22,LIN,ToroLoco,8,30.503877058774833,Hard,1,110.858,1:50.858,PIT,1
23,LIN,ToroLoco,8,30.475288703683418,Hard,2,86.277,1:26.277,STD,1
24,LIN,ToroLoco,8,29.992651181352358,Hard,3,85.673,1:25.673,BST,1
25,LIN,ToroLoco,8,29.90611383535952,Hard,4,86.433,1:26.433,STD,1
26,LIN,ToroLoco,8,29.660833243790876,Hard,5,86.146,1:26.146,STD,1
27,LIN,ToroLoco,8,29.42855129406371,Hard,6,86.502,1:26.502,STD,1
28,LIN,ToroLoco,8,29.680528175745167,Hard,7,86.731,1:26.731,HRV,1
29,LIN,ToroLoco,8,28.449661259365712,Hard,8,85.607,1:25.607,BST,1
30,LIN,ToroLoco,8,27.678724158783098,Hard,9,86.007,1:26.007,STD,1
31,LIN,ToroLoco,11,50.53285422991485,Hard,10,110.138,1:50.138,HRV,1
32,LIN,ToroLoco,11,51.19407244966578,Hard,11,87.165,1:27.165,HRV,1
33,LIN,ToroLoco,11,51.435391311703825,Hard,12,86.874,1:26.874,HRV,1
34,LIN,ToroLoco,11,51.119660058305726,Hard,13,85.834,1:25.834,BST,1
35,LIN,ToroLoco,11,52.024458624800445,Hard,14,86.997,1:26.997,HRV,1
36,LIN,ToroLoco,11,51.65665375545905,Hard,15,86.8,1:26.800,STD,1
37,LIN,ToroLoco,11,52.29056596421651,Hard,16,86.898,1:26.898,STD,1
38,LIN,ToroLoco,11,52.72329266883435,Hard,17,86.894,1:26.894,OVR,1
39,LIN,ToroLoco,11,52.46753900551403,Hard,18,86.797,1:26.797,STD,1
40,LIN,ToroLoco,7,53.17811200811775,Hard,19,87.482,1:27.482,HRV,1
41,LIN,ToroLoco,7,52.092268466487894,Hard,20,86.538,1:26.538,BST,1
42,LIN,ToroLoco,7,51.26793971408142,Hard,21,86.827,1:26.827,BST,1
43,LIN,ToroLoco,8,52.18807796642113,Hard,22,88.414,1:28.414,HRV,1
44,LIN,ToroLoco,9,51.3418040701099,Hard,23,87.479,1:27.479,BST,1
45,LIN,ToroLoco,9,50.10048428911432,Hard,24,87.874,1:27.874,STD,1
46,LIN,ToroLoco,9,47.98544583605462,Hard,25,87.354,1:27.354,BST,1
47,LIN,ToroLoco,9,47.14944673341324,Hard,26,88.825,1:28.825,STD,1
48,LIN,ToroLoco,9,45.7198540530444,Hard,27,88.218,1:28.218,BST,1
49,LIN,ToroLoco,9,44.92829149872159,Hard,28,88.149,1:28.149,BST,1
50,LIN,ToroLoco,9,46.220423452735304,Hard,29,90.253,1:30.253,HRV,1
51,LIN,ToroLoco,9,48.49690704966088,Hard,30,90.428,1:30.428,HRV,1
52,LIN,ToroLoco,9,49.44818630254849,Hard,31,89.128,1:29.128,BST,1
53,LIN,ToroLoco,9,51.43552733334036,Hard,32,90.367,1:30.367,STD,1
54,LIN,ToroLoco,9,53.17907155053217,Hard,33,89.841,1:29.841,BST,1
55,LIN,ToroLoco,9,57.17810757034931,Hard,34,91.78,1:31.780,HRV,1
56,LIN,ToroLoco,9,60.624386608636996,Hard,35,91.691,1:31.691,STD,1
57,LIN,ToroLoco,9,63.128071970812016,Hard,36,91.978,1:31.978,HRV,1
58,LIN,ToroLoco,9,67.78577798016067,Hard,37,93.22,1:33.220,HRV,1
59,LIN,ToroLoco,10,70.86144047883954,Hard,38,92.854,1:32.854,BST,1
60,LIN,ToroLoco,12,73.10031839701242,Hard,39,92.642,1:32.642,OVR,1
0,PER,CaddyShack,10,13.5,Med,0.0,0.0,0:00.000,GRID,0
1,PER,CaddyShack,10,12.621196388785222,Med,1.0,84.134,1:24.134,BST,0
2,PER,CaddyShack,9,12.221616546177472,Med,2.0,84.436,1:24.436,OVR,0
3,PER,CaddyShack,9,13.134310836736972,Med,3.0,85.442,1:25.442,HRV,0
4,PER,CaddyShack,9,14.620324174597329,Med,4.0,85.616,1:25.616,HRV,0
5,PER,CaddyShack,8,14.019188041385348,Med,5.0,84.486,1:24.486,BST,0
6,PER,CaddyShack,8,15.162946223085271,Med,6.0,85.917,1:25.917,HRV,0
7,PER,CaddyShack,6,14.920435627694701,Med,7.0,84.884,1:24.884,STD,0
8,PER,CaddyShack,6,14.287225282201007,Med,8.0,84.717,1:24.717,BST,0
9,PER,CaddyShack,6,14.929794049350448,Med,9.0,86.193,1:26.193,HRV,0
10,PER,CaddyShack,6,15.154133070353396,Med,10.0,85.282,1:25.282,BST,0
11,PER,CaddyShack,6,14.469540522859461,Med,11.0,85.517,1:25.517,BST,0
12,PER,CaddyShack,6,14.139234201912586,Med,12.0,85.205,1:25.205,BST,0
13,PER,CaddyShack,6,15.693479093412634,Med,13.0,86.89,1:26.890,HRV,0
14,PER,CaddyShack,12,32.95941448350982,Med,14.0,104.036,1:44.036,HRV,0
15,PER,CaddyShack,7,31.224361110122345,Med,15.0,85.888,1:25.888,OVR,0
16,PER,CaddyShack,8,30.449602900099535,Med,16.0,86.887,1:26.887,BST,0
17,PER,CaddyShack,10,31.288403102884104,Med,17.0,88.151,1:28.151,STD,0
18,PER,CaddyShack,10,32.079463994307616,Med,18.0,88.421,1:28.421,HRV,0
19,PER,CaddyShack,10,31.646623957592737,Med,19.0,88.798,1:28.798,STD,0
20,PER,CaddyShack,14,32.08930651949777,Hard,1,111.083,1:51.083,PIT,1
21,PER,CaddyShack,12,31.36145234890614,Hard,2,85.966,1:25.966,BST,1
22,PER,CaddyShack,9,31.535382070017477,Hard,3,85.701,1:25.701,BST,1
23,PER,CaddyShack,10,32.162425974174084,Hard,4,86.932,1:26.932,HRV,1
24,PER,CaddyShack,10,32.500337129108175,Hard,5,86.493,1:26.493,STD,1
25,PER,CaddyShack,10,31.370897591451012,Hard,6,85.391,1:25.391,BST,1
26,PER,CaddyShack,10,31.839805228007208,Hard,7,86.86,1:26.860,HRV,1
27,PER,CaddyShack,10,31.364734297297673,Hard,8,86.26,1:26.260,STD,1
28,PER,CaddyShack,9,30.163259766458395,Hard,9,85.277,1:25.277,OVR,1
29,PER,CaddyShack,9,28.80267896147825,Hard,10,85.478,1:25.478,OVR,1
30,PER,CaddyShack,9,27.799652394260193,Hard,11,85.775,1:25.775,OVR,1
31,PER,CaddyShack,5,25.70781937744505,Hard,12,85.193,1:25.193,OVR,1
32,PER,CaddyShack,7,26.626891750630875,Hard,13,87.422,1:27.422,HRV,1
33,PER,CaddyShack,7,26.960561223180775,Hard,14,86.967,1:26.967,STD,1
34,PER,CaddyShack,5,26.44680698642196,Hard,15,85.636,1:25.636,OVR,1
35,PER,CaddyShack,5,27.23656344029996,Hard,16,86.881,1:26.881,STD,1
36,PER,CaddyShack,5,26.31195933659592,Hard,17,86.243,1:26.243,BST,1
37,PER,CaddyShack,6,28.11206056509718,Hard,18,88.065,1:28.065,STD,1
38,PER,CaddyShack,6,29.421447830342004,Hard,19,87.771,1:27.771,HRV,1
39,PER,CaddyShack,7,30.02878981879303,Hard,20,87.66,1:27.660,STD,1
40,PER,CaddyShack,5,31.489376990293295,Hard,21,88.232,1:28.232,HRV,1
41,PER,CaddyShack,5,31.962592008109368,Hard,22,88.097,1:28.097,HRV,1
42,PER,CaddyShack,5,32.430316637436135,Hard,23,88.119,1:28.119,STD,1
